taxa	name	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+	# unique markers (of 43)	# multi-copy	Insertion branch UID	Taxonomy (contained)	Taxonomy (sister lineage)	GC	Genome size (Mbp)	Gene count	Coding density	Translation table	# descendant genomes	Lineage: GC mean	Lineage: GC std	Lineage: genome size (Mbp) mean	Lineage: genome size (Mbp) std	Lineage: gene count mean	Lineage: gene count std
OSS_B.002.2k	OSS_B.002.2k	root (UID1)	5656	56	24	0.0	0.0	0.0	193128	0	44	44	5161	5161	4389	4389	17323	17323		2.5			297	56	0	0	0	0	0	0	0			unresolved		0.193128	297									
OSS_B.003.2k	OSS_B.003.2k	k__Bacteria (UID203)	5449	104	58	14.11	1.72	0.0	15226732	0	3691	3691	4270	4270	4125	4125	62433	62433		7.42			24838	92	10	2	0	0	0	3	2	UID1	k__Bacteria (root)	k__Bacteria		15.226732	24838			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
OSS_B.004.2k	OSS_B.004.2k	k__Bacteria (UID203)	5449	103	57	86.76	27.06	0.0	2927713	0	232	232	54348	54348	12619	12619	241265	241265		4.33			2876	24	52	21	6	0	0	9	18	UID1597	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae	g__Leucobacter		2.9277130000000002	2876			27.0	68.8933879241	3.15949432424	3.41537111111	0.606452873171	3267.37037037	589.983750445
OSS_B.005.2k	OSS_B.005.2k	k__Bacteria (UID2495)	2993	143	89	54.02	1.12	0.0	1468173	0	309	309	5359	5359	4751	4751	45644	45644		6.16			2053	59	83	1	0	0	0	25	0	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__		1.468173	2053			72.0	38.969742160500005	10.3693638763	2.60865927778	1.0341579159999998	2440.63888889	952.6666419630001
OSS_B.006.2k	OSS_B.006.2k	k__Bacteria (UID203)	5449	104	58	96.55	15.52	13.64	5434364	0	76	76	359742	359742	71504	71504	600236	600236		3.68			4944	12	72	19	1	0	0	20	12	UID4156	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax	s__		5.4343639999999995	4944			2.0	64.4414944891	0.800416691442	4.7929635	0.8049795	4420.0	695.0
OSS_B.007.2k	OSS_B.007.2k	k__Bacteria (UID203)	5449	104	58	37.93	7.47	19.72	763181	0	152	152	5579	5579	5020	5020	26450	26450		4.38			800	57	30	10	1	3	3	14	14	UID4122	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	g__Variovorax;s__Variovorax_paradoxus		0.763181	800			10.0	66.434423289	2.92627014269	6.368978	1.0285599666399998	6033.7	933.812299127
OSS_B.008.2k	OSS_B.008.2k	c__Betaproteobacteria (UID3888)	323	387	234	41.54	0.43	50.0	1555202	0	466	466	3368	3368	3337	3337	12325	12325		2.52			1860	220	165	2	0	0	0	17	0	UID4105	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	f__Burkholderiaceae;g__Limnobacter;s__		1.555202	1860			54.0	65.4270497459	3.6512949878300005	5.16920692593	1.31133744154	4847.55555556	1196.01218046
OSS_B.009.2k	OSS_B.009.2k	o__Pseudomonadales (UID4488)	185	813	308	15.22	1.98	19.35	476870	0	64	64	11373	11373	7451	7451	51174	51174		3.65			482	640	154	13	6	0	0	11	4	UID4510	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	unresolved		0.47686999999999996	482			9.0	62.8425838257	2.32844280708	5.04418088889	0.189228572628	4671.88888889	175.211265775
OSS_B.010.2k	OSS_B.010.2k	c__Alphaproteobacteria (UID3422)	26	529	308	80.8	52.21	7.25	3745839	0	140	140	55370	55370	26755	26755	259912	259912		5.94			3779	93	215	165	52	4	0	20	10	UID3442	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas	s__		3.745839	3779			3.0	66.91232147640001	0.237989743615	3.382171	0.199294673709	3393.33333333	210.556933446
OSS_B.011.2k	OSS_B.011.2k	root (UID1)	5656	56	24	0.0	0.0	0.0	10176620	0	2759	2759	3656	3656	3688	3688	48528	48528		5.78			17035	56	0	0	0	0	0	0	0			unresolved		10.17662	17035									
OSS_B.012.2k	OSS_B.012.2k	c__Gammaproteobacteria (UID4445)	228	583	244	83.9	45.68	90.91	7953767	0	1334	1334	8986	8986	5962	5962	90812	90812		5.73			8437	112	247	193	31	0	0	10	4	UID4507	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_2;s__Pseudomonas_stutzeri	g__Pseudomonas		7.953767	8437			2.0	61.4245691469	0.8643988932019999	4.588388500000001	0.35517550000000003	4340.0	290.0
OSS_B.013.2k	OSS_B.013.2k	k__Bacteria (UID203)	5449	104	58	78.45	8.62	0.0	5601379	0	820	820	12109	12109	6830	6830	86052	86052		4.41			6885	28	47	29	0	0	0	8	20	UID2608	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter	unresolved		5.601379	6885			4.0	39.470605514	4.21311746455	4.90292325	0.652457893304	4240.0	612.4365273230001
OSS_B.014.2k	OSS_B.014.2k	k__Bacteria (UID203)	5449	104	58	36.05	15.86	15.94	716107	0	121	121	7143	7143	5918	5918	28089	28089		6.66			793	41	34	12	15	2	0	11	21	UID4122	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	g__Variovorax;s__Variovorax_paradoxus		0.7161069999999999	793			10.0	66.434423289	2.92627014269	6.368978	1.0285599666399998	6033.7	933.812299127
OSS_B.015.2k	OSS_B.015.2k	k__Bacteria (UID203)	5449	104	58	48.85	39.52	4.35	2094674	0	265	265	10973	10973	7904	7904	161003	161003		5.66			2119	59	17	19	9	0	0	5	14	UID4122	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	g__Variovorax;s__Variovorax_paradoxus		2.0946740000000004	2119			10.0	66.434423289	2.92627014269	6.368978	1.0285599666399998	6033.7	933.812299127
OSS_B.016.2k	OSS_B.016.2k	c__Alphaproteobacteria (UID3422)	26	529	308	55.01	4.86	4.35	3671985	0	102	102	99457	99457	35999	35999	310524	310524		8.44			3524	252	258	17	2	0	0	24	1	UID3435	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	g__Phenylobacterium;s__Phenylobacterium_zucineum		3.671985	3524			5.0	68.29336386760001	1.5043375526700002	4.794144999999999	0.807381777259	4457.0	715.115934657
OSS_B.017.2k	OSS_B.017.2k	o__Rhizobiales (UID3450)	238	513	244	98.69	8.28	4.0	5114265	0	118	118	218403	218403	43341	43341	614526	614526		2.56			4930	22	447	41	3	0	0	28	1	UID3457	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae	g__Mesorhizobium		5.1142650000000005	4930			24.0	62.6072126738	0.8484628623370001	6.505638083330001	0.897447015466	6357.66666667	868.6187151
OSS_B.018.2k	OSS_B.018.2k	k__Bacteria (UID203)	5449	103	57	51.91	31.42	20.93	1764047	0	200	200	14559	14559	8820	8820	59626	59626		3.69			1774	46	27	11	13	6	0	8	21	UID4509	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	unresolved		1.7640470000000001	1774			138.0	60.5767876212	2.2754156564700003	5.9964634420300005	0.654479891272	5509.58695652	594.183189537
OSS_B.019.2k	OSS_B.019.2k	k__Bacteria (UID203)	5449	104	58	86.93	61.94	1.59	5033791	0	418	418	96709	96709	12042	12042	333016	333016		3.58			5116	13	49	33	8	1	0	21	19	UID3744	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	f__Hyphomicrobiaceae		5.033791000000001	5116			3.0	58.728392625299996	4.33669085948	3.734026	0.16773856300999998	3693.33333333	180.73430468200002
OSS_B.020.2k	OSS_B.020.2k	f__Rhodobacteraceae (UID3356)	67	616	330	35.63	6.03	13.16	2858171	0	513	513	6733	6733	5571	5571	156012	156012		4.8			3100	396	192	23	5	0	0	11	6	UID3358	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	g__Celeribacter;s__Celeribacter_baekdonensis		2.858171	3100			3.0	62.6750707103	3.1696216197500005	4.156437	0.396993045343	4209.0	469.972339612
OSS_B.021.2k	OSS_B.021.2k	c__Alphaproteobacteria (UID3422)	26	529	308	92.27	29.33	50.35	3447532	0	363	363	13164	13164	9497	9497	65592	65592		1.84			3737	69	327	128	5	0	0	18	3	UID3441	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas	s__Brevundimonas_subvibrioides		3.447532	3737			2.0	68.3319793219	0.09072164461580001	3.3329014999999997	0.1123615	3321.0	72.0
OSS_B.022.2k	OSS_B.022.2k	k__Bacteria (UID203)	5449	104	58	39.87	13.79	0.0	2563853	0	481	481	6218	6218	5330	5330	202457	202457		7.19			2908	69	27	7	1	0	0	8	0	UID3358	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	g__Celeribacter;s__Celeribacter_baekdonensis		2.563853	2908			3.0	62.6750707103	3.1696216197500005	4.156437	0.396993045343	4209.0	469.972339612
OSS_B.023.2k	OSS_B.023.2k	o__Rhizobiales (UID3449)	345	430	257	98.83	26.26	9.77	4565389	0	136	136	381758	381758	33569	33569	870953	870953		3.28			4476	20	305	97	4	4	0	26	3	UID3638	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae	g__Shinella;s__Shinella_zoogleoides		4.565389	4476			3.0	62.3479369775	0.887043732365	6.135625333330001	1.1140658649200001	5910.66666667	1171.71678413
OSS_B.024.2k	OSS_B.024.2k	root (UID1)	5656	56	24	0.0	0.0	0.0	156816	0	16	16	38075	38075	9801	9801	65967	65967		6.63			254	56	0	0	0	0	0	0	0			unresolved		0.156816	254									
OSS_B.025.2k	OSS_B.025.2k	c__Alphaproteobacteria (UID3422)	26	529	308	86.46	3.62	57.89	3084459	0	373	373	11915	11915	8269	8269	49898	49898		4.91			3252	68	444	16	1	0	0	26	1	UID3442	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas	s__		3.084459	3252			3.0	66.91232147640001	0.237989743615	3.382171	0.199294673709	3393.33333333	210.556933446
OSS_B.026.2k	OSS_B.026.2k	c__Alphaproteobacteria (UID3422)	26	529	308	85.47	42.85	7.63	4495195	0	754	754	7315	7315	5961	5961	95241	95241		3.96			5069	84	271	149	18	6	1	25	7	UID3441	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas	s__Brevundimonas_subvibrioides		4.495195	5069			2.0	68.3319793219	0.09072164461580001	3.3329014999999997	0.1123615	3321.0	72.0
OSS_B.027.2k	OSS_B.027.2k	k__Bacteria (UID203)	5449	104	58	5.64	0.0	0.0	610316	0	99	99	7969	7969	6164	6164	44985	44985		10.33			666	98	6	0	0	0	0	3	0	UID4123	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	s__		0.610316	666			7.0	66.8236652088	1.01567106943	6.80953471429	0.435636274991	6443.71428571	402.48610066
OSS_B.028.2k	OSS_B.028.2k	c__Gammaproteobacteria (UID4761)	52	693	297	29.08	6.76	3.39	978916	0	77	77	24405	24405	12713	12713	66782	66782		3.75			930	477	163	50	3	0	0	17	6	UID4806	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	o__Chromatiales;f__Chromatiaceae;g__Rheinheimera;s__		0.978916	930			6.0	48.9928982875	2.15722032023	4.0470496666699995	0.31166346239	3801.66666667	249.725627217
OSS_B.029.2k	OSS_B.029.2k	k__Bacteria (UID203)	5449	104	58	65.28	12.93	0.0	12202453	0	2782	2782	4811	4811	4386	4386	95867	95867		7.28			16066	54	42	8	0	0	0	9	2	UID3358	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	g__Celeribacter;s__Celeribacter_baekdonensis		12.202453	16066			3.0	62.6750707103	3.1696216197500005	4.156437	0.396993045343	4209.0	469.972339612
OSS_B.030.2k	OSS_B.030.2k	o__Sphingomonadales (UID3310)	26	569	293	65.1	32.59	14.88	3752301	0	345	345	34606	34606	10876	10876	171009	171009		3.72			3924	197	218	125	28	1	0	15	4	UID3325	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae	g__Erythrobacter;s__		3.752301	3924			4.0	63.9694777129	1.0083996117899998	3.1034825	0.11094566190999999	3098.75	110.08491041
OSS_B.031.2k	OSS_B.031.2k	k__Bacteria (UID203)	5449	104	58	65.39	27.59	12.0	4826794	0	477	477	22768	22768	10119	10119	188405	188405		1.82			5025	54	35	10	5	0	0	7	0	UID3440	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas	unresolved		4.8267940000000005	5025			5.0	67.4801846146	0.7217883714309999	3.3624632000000005	0.171649814813	3364.4	173.002427729
OSS_B.032.2k	OSS_B.032.2k	k__Bacteria (UID203)	5449	104	58	37.87	8.97	14.29	5879632	0	1435	1435	4152	4152	4097	4097	62757	62757		3.55			6935	70	29	4	1	0	0	8	1	UID3420	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Loktanella	s__Loktanella_vestfoldensis		5.879632	6935			3.0	59.0747239505	2.65236384962	3.42753733333	0.273084219086	3537.66666667	299.71690346400004
OSS_B.033.2k	OSS_B.033.2k	k__Bacteria (UID203)	5449	103	57	26.67	0.0	0.0	1860062	0	319	319	7229	7229	5830	5830	79417	79417		3.78			2039	85	18	0	0	0	0	1	0	UID1618	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Clavibacter	o__Agreia;f__Agreia;g__Agreia;s__		1.8600619999999999	2039			3.0	67.9894387895	6.2895459716	3.189345	0.297240805316	3018.33333333	212.368129017
OSS_B.034.2k	OSS_B.034.2k	k__Bacteria (UID203)	5449	103	57	75.44	34.93	54.05	5513952	0	486	486	17006	17006	11345	11345	184255	184255		2.86			5535	39	35	25	4	0	0	8	9	UID4513	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	s__		5.513952	5535			6.0	62.2815364412	2.5802185495299996	4.96972916667	0.150097692723	4600.83333333	135.858279918
OSS_B.035.2k	OSS_B.035.2k	k__Bacteria (UID203)	5449	104	58	17.24	0.0	0.0	3820366	0	277	277	68069	68069	13791	13791	248827	248827		2.71			3938	92	12	0	0	0	0	2	0	UID3744	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	f__Hyphomicrobiaceae;g__Pelagibacterium;s__Pelagibacterium_halotolerans		3.8203660000000004	3938			3.0	58.728392625299996	4.33669085948	3.734026	0.16773856300999998	3693.33333333	180.73430468200002
OSS_B.036.2k	OSS_B.036.2k	k__Bacteria (UID3187)	2258	188	117	47.53	4.32	10.0	2768828	0	373	373	9950	9950	7423	7423	32915	32915		2.44			2756	102	80	4	2	0	0	14	0	UID3199	k__Bacteria;p__Acidobacteria	c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae		2.768828	2756			16.0	59.484908444300004	3.00051550587	5.63761075	1.5137559603600002	4810.8125	1191.24720455
OSS_B.037.2k	OSS_B.037.2k	k__Bacteria (UID203)	5449	104	58	51.72	3.45	100.0	3420758	0	492	492	9118	9118	6952	6952	42553	42553		2.15			3261	69	33	2	0	0	0	6	0	UID4806	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	o__Chromatiales;f__Chromatiaceae;g__Rheinheimera;s__		3.420758	3261			6.0	48.9928982875	2.15722032023	4.0470496666699995	0.31166346239	3801.66666667	249.725627217
OSS_B.038.2k	OSS_B.038.2k	g__Shewanella (UID4838)	26	989	339	79.23	4.45	3.7	4791406	0	272	272	63737	63737	17615	17615	275739	275739		6.26			4399	242	699	45	3	0	0	10	0	UID4855	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella	s__Shewanella_baltica		4.791405999999999	4399			9.0	46.0097631341	0.494200345462	5.251406222219999	0.24248937374	4636.88888889	207.38126158
OSS_B.039.2k	OSS_B.039.2k	k__Bacteria (UID203)	5449	104	58	56.95	46.55	0.0	10027541	0	2645	2645	3880	3880	3791	3791	48078	48078		3.14			11879	63	18	18	3	1	1	4	1	UID3415	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	g__Loktanella;s__Loktanella_vestfoldensis		10.027541000000001	11879			8.0	63.409780845200004	5.28889995435	3.69306775	0.5008071591659999	3686.25	506.296047289
OSS_B.040.2k	OSS_B.040.2k	g__Shewanella (UID4838)	26	989	339	26.72	2.76	0.0	1507007	0	58	58	94248	94248	25982	25982	183862	183862		4.17			1392	666	289	34	0	0	0	25	0	UID4855	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella	s__Shewanella_baltica		1.507007	1392			9.0	46.0097631341	0.494200345462	5.251406222219999	0.24248937374	4636.88888889	207.38126158
OSS_B.041.2k	OSS_B.041.2k	o__Oceanospirillales (UID4446)	43	529	233	80.46	0.72	20.0	4403185	0	414	414	16146	16146	10635	10635	67336	67336		4.03			4350	145	379	5	0	0	0	11	0	UID4487	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Marinomonas	s__		4.403185	4350			2.0	43.5165823481	0.922514183256	4.781572	0.318772	4423.0	186.0
OSS_B.042.2k	OSS_B.042.2k	k__Bacteria (UID203)	5449	104	58	67.55	8.62	33.33	5408029	0	579	579	32008	32008	9340	9340	233633	233633		3.79			5200	54	44	6	0	0	0	9	1	UID4806	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	o__Chromatiales;f__Chromatiaceae;g__Rheinheimera;s__		5.408029	5200			6.0	48.9928982875	2.15722032023	4.0470496666699995	0.31166346239	3801.66666667	249.725627217
OSS_B.043.2k	OSS_B.043.2k	root (UID1)	5656	56	24	0.0	0.0	0.0	276548	0	86	86	3177	3177	3215	3215	11723	11723		2.23			374	56	0	0	0	0	0	0	0			unresolved		0.276548	374									
UML_A.001.2k	UML_A.001.2k	k__Bacteria (UID203)	5449	104	58	34.48	10.5	81.82	501978	0	65	65	13482	13482	7722	7722	55961	55961		6.27			484	45	39	19	1	0	0	22	14	UID3217	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	o__Syntrophobacterales;f__Syntrophaceae;g__Desulfomonile;s__Desulfomonile_tiedjei		0.5019779999999999	484			62.0	56.1284551379	8.30705690322	4.24122095161	0.9491114780869999	3829.01612903	789.75088951
UML_A.002.2k	UML_A.002.2k	c__Deltaproteobacteria (UID3216)	83	247	155	45.35	1.96	0.0	1141082	0	298	298	4195	4195	3829	3829	15409	15409		6.29			1252	123	118	6	0	0	0	24	1	UID3217	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	o__Syntrophobacterales;f__Syntrophaceae;g__Desulfomonile;s__Desulfomonile_tiedjei		1.141082	1252			62.0	56.1284551379	8.30705690322	4.24122095161	0.9491114780869999	3829.01612903	789.75088951
UML_A.003.2k	UML_A.003.2k	k__Archaea (UID2)	207	149	107	9.37	1.69	0.0	731032	0	210	210	3670	3670	3481	3481	13510	13510		8.72			819	126	17	5	1	0	0	8	3	UID1	k__Archaea (root)	k__Archaea		0.731032	819			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
UML_A.004.2k	UML_A.004.2k	k__Bacteria (UID203)	5449	104	58	72.34	15.67	18.18	2728965	0	289	289	15036	15036	9442	9442	51355	51355		5.02			2763	50	45	8	1	0	0	8	3	UID2307	k__Bacteria	p__Chloroflexi		2.728965	2763			23.0	55.9597818041	5.95590811758	3.9070339565199994	1.7333307660799997	3352.7826087	1254.52443636
UML_A.005.2k	UML_A.005.2k	root (UID1)	5656	56	24	0.0	0.0	0.0	143459	0	45	45	3018	3018	3187	3187	12804	12804		5.06			158	56	0	0	0	0	0	0	0			unresolved		0.143459	158									
UML_A.006.2k	UML_A.006.2k	k__Bacteria (UID203)	5449	100	55	83.64	49.48	2.56	1329833	0	240	240	7169	7169	5540	5540	30569	30569		3.69			1366	10	43	33	13	1	0	14	26	UID2502	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales	f__Spirochaetaceae		1.329833	1366			66.0	38.831279650999996	10.6533604201	2.5103984393900003	0.9650634856489999	2344.34848485	864.5581721919999
UML_A.007.2k	UML_A.007.2k	k__Bacteria (UID1452)	924	151	101	23.27	0.99	0.0	409399	0	101	101	4496	4496	4053	4053	13841	13841		8.26			405	100	50	1	0	0	0	31	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi		0.40939899999999996	405			8.0	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
UML_A.008.2k	UML_A.008.2k	k__Bacteria (UID203)	5449	100	55	73.47	36.69	1.35	699443	0	157	157	5633	5633	4455	4455	15984	15984		3.1			784	19	33	38	8	2	0	8	31	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	o__Spirochaetales		0.699443	784			72.0	38.969742160500005	10.3693638763	2.60865927778	1.0341579159999998	2440.63888889	952.6666419630001
UML_A.009.2k	UML_A.009.2k	k__Bacteria (UID203)	5449	104	58	34.66	13.17	1.35	427211	0	116	116	3683	3683	3682	3682	18469	18469		4.77			529	44	36	10	8	5	1	20	19	UID1	k__Bacteria (root)	k__Bacteria		0.42721099999999995	529			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
UML_A.010.2k	UML_A.010.2k	k__Bacteria (UID209)	5443	105	59	11.3	0.0	0.0	101594	0	23	23	4634	4634	4417	4417	14620	14620		8.64			124	85	20	0	0	0	0	12	0	UID209	k__Bacteria	p__Thermotogae;c__Thermotogae;o__Thermotogales;f__Thermotogaceae		0.101594	124			5443.0	49.280278683199995	13.0437086269	3.8071638478800005	1.82606099193	3594.01377917	1662.99947452
UML_A.011.2k	UML_A.011.2k	k__Bacteria (UID1452)	924	151	101	64.47	40.85	1.45	1260963	0	284	284	4807	4807	4440	4440	27979	27979		7.61			1502	50	63	24	13	1	0	26	4	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi		1.2609629999999998	1502			8.0	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
UML_A.012.2k	UML_A.012.2k	k__Archaea (UID2)	207	149	107	53.07	26.14	3.57	1420618	0	412	412	3374	3374	3448	3448	21863	21863		7.79			1845	70	48	23	5	3	0	17	15	UID1	k__Archaea (root)	k__Archaea		1.420618	1845			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
UML_A.013.2k	UML_A.013.2k	k__Bacteria (UID2565)	2921	152	93	76.76	8.7	0.0	1684260	0	382	382	5007	5007	4409	4409	27544	27544		5.6			1806	39	105	7	1	0	0	32	0	UID2982	k__Bacteria	unresolved		1.6842599999999999	1806			88.0	44.228229498299996	7.813765989760001	2.42188205682	2.1921334645400004	2142.11363636	1851.65080175
UML_A.014.2k	UML_A.014.2k	k__Bacteria (UID203)	5449	100	55	30.0	0.0	0.0	364837	0	97	97	4085	4085	3761	3761	12940	12940		4.81			352	74	26	0	0	0	0	8	0	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__		0.36483699999999997	352			72.0	38.969742160500005	10.3693638763	2.60865927778	1.0341579159999998	2440.63888889	952.6666419630001
UML_A.015.2k	UML_A.015.2k	k__Bacteria (UID1452)	924	151	101	39.85	8.71	0.0	626986	0	178	178	3538	3538	3522	3522	9948	9948		3.26			617	83	55	13	0	0	0	19	5	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi		0.6269859999999999	617			8.0	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
UML_A.016.2k	UML_A.016.2k	k__Bacteria (UID203)	5449	104	58	80.49	30.51	0.0	2580999	0	759	759	3475	3475	3400	3400	15523	15523		10.42			3106	21	51	23	9	0	0	21	11	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae		2.5809990000000003	3106			88.0	44.228229498299996	7.813765989760001	2.42188205682	2.1921334645400004	2142.11363636	1851.65080175
UML_A.017.2k	UML_A.017.2k	k__Bacteria (UID1452)	924	151	101	58.09	2.29	50.0	1013202	0	290	290	3663	3663	3493	3493	18650	18650		5.45			1229	49	98	4	0	0	0	35	2	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi		1.013202	1229			8.0	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
UML_A.018.2k	UML_A.018.2k	k__Bacteria (UID203)	5449	100	55	79.83	51.79	0.0	2200511	0	570	570	3973	3973	3860	3860	21162	21162		5.6			2392	15	41	30	13	1	0	20	17	UID2502	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales	f__Spirochaetaceae		2.200511	2392			66.0	38.831279650999996	10.6533604201	2.5103984393900003	0.9650634856489999	2344.34848485	864.5581721919999
UML_B.001.2k	UML_B.001.2k	c__Deltaproteobacteria (UID3216)	83	247	155	18.89	4.6	26.09	353348	0	67	67	5789	5789	5273	5273	33110	33110		5.95			309	187	45	11	4	0	0	16	8	UID3217	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	o__Syntrophobacterales;f__Syntrophaceae;g__Desulfomonile;s__Desulfomonile_tiedjei		0.353348	309			62.0	56.1284551379	8.30705690322	4.24122095161	0.9491114780869999	3829.01612903	789.75088951
